1_ortho	4_cgram	11_infover	5_genre
assoiras	VER	ind:fut:2s;	-
assoyez	VER	imp:pre:2p;ind:pre:2p;	-
assoiront	VER	ind:fut:3p;	-
assois	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
assoyait	VER	ind:imp:3s;	-
asseyaient	VER	ind:imp:3p;	-
assoie	VER	sub:pre:1s;sub:pre:3s;	-
assieds	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
asseyais	VER	ind:imp:1s;ind:imp:2s;	-
assirent	VER	ind:pas:3p;	-
assiéra	VER	ind:fut:3s;	-
assiérai	VER	ind:fut:1s;	-
assiérais	VER	cnd:pre:1s;cnd:pre:2s;	-
assiérait	VER	cnd:pre:3s;	-
assiéras	VER	ind:fut:2s;	-
assiérions	VER	cnd:pre:1p;	-
assit	VER	ind:pas:3s;	-
assises	VER	par:pas;	f
assise	VER	par:pas;	f
assis	VER	ind:pas:1s;ind:pas:2s;par:pas;par:pas;par:pas;	m
assîmes	VER	ind:pas:1p;	-
asseyait	VER	ind:imp:3s;	-
assied	VER	ind:pre:3s;	-
assiéront	VER	ind:fut:3p;	-
asseyons	VER	imp:pre:1p;ind:pre:1p;	-
asseyions	VER	ind:imp:1p;	-
asseyiez	VER	ind:imp:2p;	-
asseyez	VER	imp:pre:2p;ind:pre:2p;	-
asseyes	VER	sub:pre:2s;	-
asseyent	VER	ind:pre:3p;	-
asseye	VER	sub:pre:1s;sub:pre:3s;	-
asseyant	VER	par:pre;	-
folles	ADJ	-	f
folle	ADJ	-	f
fou	ADJ	-	m
fous	ADJ	-	m
portons	VER	imp:pre:1p;ind:pre:1p;	-
portes	VER	ind:pre:2s;sub:pre:2s;	-
portera	VER	ind:fut:3s;	-
porterai	VER	ind:fut:1s;	-
porterais	VER	cnd:pre:1s;cnd:pre:2s;	-
porterait	VER	cnd:pre:3s;	-
porteras	VER	ind:fut:2s;	-
porterez	VER	ind:fut:2p;	-
porteriez	VER	cnd:pre:2p;	-
porterons	VER	ind:fut:1p;	-
porteront	VER	ind:fut:3p;	-
portiez	VER	ind:imp:2p;	-
portez	VER	imp:pre:2p;ind:pre:2p;	-
portent	VER	ind:pre:3p;sub:pre:3p;	-
portions	VER	ind:imp:1p;	-
portâmes	VER	ind:pas:1p;	-
portât	VER	sub:imp:3s;	-
portèrent	VER	ind:pas:3p;	-
porté	VER	par:pas;par:pas;par:pas;	m
portée	VER	par:pas;	f
portées	VER	par:pas;	f
portés	VER	par:pas;	m
porter	VER	ind:pre:2p;inf;	-
porteraient	VER	cnd:pre:3p;	-
porte	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
portais	VER	ind:imp:1s;ind:imp:2s;	-
portassent	VER	sub:imp:3p;	-
porta	VER	ind:pas:3s;	-
portant	VER	par:pre;	-
portai	VER	ind:pas:1s;	-
portaient	VER	ind:imp:3p;	-
portait	VER	ind:imp:3s;	-
année	NOM	-	f
années	NOM	-	f
sous	PRE	-	-
souvenir	VER	inf;	-
souvinssent	VER	sub:imp:3p;	-
souviendraient	VER	cnd:pre:3p;	-
souviendrai	VER	ind:fut:1s;	-
souviendra	VER	ind:fut:3s;	-
souvenez	VER	imp:pre:2p;ind:pre:2p;	-
souveniez	VER	ind:imp:2p;sub:pre:2p;	-
souvenions	VER	ind:imp:1p;	-
souvenus	VER	par:pas;	m
souviendrons	VER	ind:fut:1p;	-
souvenait	VER	ind:imp:3s;	-
souviendrait	VER	cnd:pre:3s;	-
souvenue	VER	par:pas;	f
souviendras	VER	ind:fut:2s;	-
souvenant	VER	par:pre;	-
souvenons	VER	imp:pre:1p;ind:pre:1p;	-
souviendriez	VER	cnd:pre:2p;	-
souvenaient	VER	ind:imp:3p;	-
souviendrez	VER	ind:fut:2p;	-
souvenais	VER	ind:imp:1s;ind:imp:2s;	-
souvenu	VER	par:pas;	m
souvint	VER	ind:pas:3s;	-
souvient	VER	ind:pre:3s;	-
souviendrais	VER	cnd:pre:1s;cnd:pre:2s;	-
souvînt	VER	sub:imp:3s;	-
souvinrent	VER	ind:pas:3p;	-
souvienne	VER	sub:pre:1s;sub:pre:3s;	-
souviennent	VER	ind:pre:3p;	-
souviennes	VER	sub:pre:2s;	-
souviens	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
souviendront	VER	ind:fut:3p;	-
souvins	VER	ind:pas:1s;	-
prêt	ADJ	-	m
prêts	ADJ	-	-
prête	ADJ	-	f
prêtes	ADJ	-	f
contre	PRE	-	-
prions	VER	imp:pre:1p;ind:pre:1p;	-
prieront	VER	ind:fut:3p;	-
priés	VER	par:pas;	m
prierez	VER	ind:fut:2p;	-
priées	VER	par:pas;	f
priée	VER	par:pas;	f
prierons	VER	ind:fut:1p;	-
pries	VER	ind:pre:2s;	-
priâmes	VER	ind:pas:1p;	-
prié	VER	par:pas;	m
priez	VER	imp:pre:2p;ind:pre:2p;	-
priions	VER	ind:imp:1p;	-
prièrent	VER	ind:pas:3p;	-
prierais	VER	cnd:pre:1s;	-
prierait	VER	cnd:pre:3s;	-
priât	VER	sub:imp:3s;	-
prieraient	VER	cnd:pre:3p;	-
prierai	VER	ind:fut:1s;	-
priais	VER	ind:imp:1s;ind:imp:2s;	-
priaient	VER	ind:imp:3p;	-
pria	VER	ind:pas:3s;	-
prieras	VER	ind:fut:2s;	-
priera	VER	ind:fut:3s;	-
priai	VER	ind:pas:1s;	-
prier	VER	inf;	-
prient	VER	ind:pre:3p;	-
prie	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;	-
priasse	VER	sub:imp:1s;	-
priant	VER	par:pre;	-
priait	VER	ind:imp:3s;	-
pendant	PRE	-	-
mois	NOM	-	m
servais	VER	ind:imp:1s;ind:imp:2s;	-
servions	VER	ind:imp:1p;	-
serviront	VER	ind:fut:3p;	-
servis	VER	ind:pas:1s;par:pas;	m
servissent	VER	sub:imp:3p;	-
servit	VER	ind:pas:3s;	-
servons	VER	imp:pre:1p;ind:pre:1p;	-
servîmes	VER	ind:pas:1p;	-
servît	VER	sub:imp:3s;	-
servir	VER	inf;	-
servirons	VER	ind:fut:1p;	-
servait	VER	ind:imp:3s;	-
serviraient	VER	cnd:pre:3p;	-
servirait	VER	cnd:pre:3s;	-
sers	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
serviras	VER	ind:fut:2s;	-
servirent	VER	ind:pas:3p;	-
servirez	VER	ind:fut:2p;	-
servaient	VER	ind:imp:3p;	-
servant	VER	par:pre;	-
sert	VER	ind:pre:3s;	-
serve	VER	sub:pre:1s;sub:pre:3s;	-
serviriez	VER	cnd:pre:2p;	-
servent	VER	ind:pre:3p;	-
serves	VER	sub:pre:2s;	-
servez	VER	imp:pre:2p;ind:pre:2p;	-
servi	VER	par:pas;	m
servie	VER	par:pas;	f
servirai	VER	ind:fut:1s;	-
servirions	VER	cnd:pre:1p;	-
servira	VER	ind:fut:3s;	-
servies	VER	par:pas;	f
serviez	VER	ind:imp:2p;	-
servirais	VER	cnd:pre:1s;cnd:pre:2s;	-
madame	NOM	-	f
mesdames	NOM	-	f
putain	NOM	-	f
putains	NOM	-	f
écririez	VER	cnd:pre:2p;	-
écrites	VER	par:pas;	f
écrivant	VER	par:pre;	-
écrivait	VER	ind:imp:3s;	-
écrivais	VER	ind:imp:1s;ind:imp:2s;	-
écrivaient	VER	ind:imp:3p;	-
écrits	VER	par:pas;	m
écrire	VER	inf;	-
écrite	VER	par:pas;	f
écrirons	VER	ind:fut:1p;	-
écrivent	VER	ind:pre:3p;	-
écrit	VER	ind:pre:3s;par:pas;	m
écris	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
écrirez	VER	ind:fut:2p;	-
écriront	VER	ind:fut:3p;	-
écrive	VER	sub:pre:1s;sub:pre:3s;	-
écrivit	VER	ind:pas:3s;	-
écrives	VER	sub:pre:2s;	-
écrivez	VER	imp:pre:2p;ind:pre:2p;	-
écrirai	VER	ind:fut:1s;	-
écrira	VER	ind:fut:3s;	-
écriraient	VER	cnd:pre:3p;	-
écrivît	VER	sub:imp:3s;	-
écrivîmes	VER	ind:pas:1p;	-
écrivons	VER	imp:pre:1p;ind:pre:1p;	-
écriras	VER	ind:fut:2s;	-
écrirait	VER	cnd:pre:3s;	-
écrirais	VER	cnd:pre:1s;cnd:pre:2s;	-
écrivisse	VER	sub:imp:1s;	-
écrivis	VER	ind:pas:1s;	-
écrivirent	VER	ind:pas:3p;	-
écrivions	VER	ind:imp:1p;	-
écriviez	VER	ind:imp:2p;	-
parts	NOM	-	f
part	NOM	-	-
eaux	NOM	-	f
eau	NOM	-	f
sang	NOM	-	m
sangs	NOM	-	m
place	NOM	-	f
places	NOM	-	f
espérer	VER	inf;	-
espère	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;	-
espérez	VER	imp:pre:2p;ind:pre:2p;	-
espérées	VER	par:pas;	f
espérée	VER	par:pas;	f
espéré	VER	par:pas;	m
espérèrent	VER	ind:pas:3p;	-
espèrent	VER	ind:pre:3p;	-
espères	VER	ind:pre:2s;	-
espérât	VER	sub:imp:3s;	-
espérâmes	VER	ind:pas:1p;	-
espérons	VER	imp:pre:1p;ind:pre:1p;	-
espérions	VER	ind:imp:1p;	-
espéra	VER	ind:pas:3s;	-
espériez	VER	ind:imp:2p;sub:pre:2p;	-
espérai	VER	ind:pas:1s;	-
espéraient	VER	ind:imp:3p;	-
espérant	VER	par:pre;	-
espérait	VER	ind:imp:3s;	-
espérerai	VER	ind:fut:1s;	-
espérerais	VER	cnd:pre:1s;	-
espérais	VER	ind:imp:1s;ind:imp:2s;	-
espérerait	VER	cnd:pre:3s;	-
espérés	VER	par:pas;	m
désola	VER	ind:pas:3s;	-
désolerait	VER	cnd:pre:3s;	-
désolant	VER	par:pre;	-
désoleront	VER	ind:fut:3p;	-
désolera	VER	ind:fut:3s;	-
désoles	VER	ind:pre:2s;	-
désolez	VER	imp:pre:2p;	-
désolai	VER	ind:pas:1s;	-
désoler	VER	inf;	-
désolent	VER	ind:pre:3p;	-
désolât	VER	sub:imp:3s;	-
désole	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	-
désolaient	VER	ind:imp:3p;	-
désolais	VER	ind:imp:1s;	-
désolait	VER	ind:imp:3s;	-
désolé	VER	par:pas;	m
désolée	VER	ind:imp:3s;par:pas;	f
désolées	VER	par:pas;	f
désolés	VER	par:pas;	m
jeunes	ADJ	-	-
jeune	ADJ	-	-
personnes	NOM	-	f
personne	NOM	-	f
eux	PRO:per	-	m
retrouvaient	VER	ind:imp:3p;	-
retrouvât	VER	sub:imp:3s;	-
retrouvez	VER	imp:pre:2p;ind:pre:2p;	-
retrouviez	VER	ind:imp:2p;sub:pre:2p;	-
retrouvions	VER	ind:imp:1p;	-
retrouvons	VER	imp:pre:1p;ind:pre:1p;	-
retrouvâmes	VER	ind:pas:1p;	-
retrouvèrent	VER	ind:pas:3p;	-
retrouva	VER	ind:pas:3s;	-
retrouvé	VER	par:pas;par:pas;par:pas;	m
retrouvée	VER	par:pas;	f
retrouvées	VER	par:pas;	f
retrouvés	VER	par:pas;	m
retrouves	VER	ind:pre:2s;sub:pre:2s;	-
retrouveront	VER	ind:fut:3p;	-
retrouvais	VER	ind:imp:1s;ind:imp:2s;	-
retrouverai	VER	ind:fut:1s;	-
retrouvait	VER	ind:imp:3s;	-
retrouvas	VER	ind:pas:2s;	-
retrouve	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
retrouvent	VER	ind:pre:3p;	-
retrouver	VER	inf;;inf;;inf;;	-
retrouvera	VER	ind:fut:3s;	-
retrouveraient	VER	cnd:pre:3p;	-
retrouverons	VER	ind:fut:1p;	-
retrouverais	VER	cnd:pre:1s;cnd:pre:2s;	-
retrouverait	VER	cnd:pre:3s;	-
retrouveras	VER	ind:fut:2s;	-
retrouverez	VER	ind:fut:2p;	-
retrouvai	VER	ind:pas:1s;	-
retrouverions	VER	cnd:pre:1p;	-
retrouveriez	VER	cnd:pre:2p;	-
retrouvant	VER	par:pre;	-
ville	NOM	-	f
villes	NOM	-	f
terres	NOM	-	f
terre	NOM	-	f
gagnerons	VER	ind:fut:1p;	-
gagneront	VER	ind:fut:3p;	-
gagnes	VER	ind:pre:2s;sub:pre:2s;	-
gagnez	VER	imp:pre:2p;ind:pre:2p;	-
gagniez	VER	ind:imp:2p;	-
gagnions	VER	ind:imp:1p;	-
gagnons	VER	imp:pre:1p;ind:pre:1p;	-
gagnerez	VER	ind:fut:2p;	-
gagnâmes	VER	ind:pas:1p;	-
gagnât	VER	sub:imp:3s;	-
gagnèrent	VER	ind:pas:3p;	-
gagné	VER	par:pas;	m
gagnée	VER	par:pas;	f
gagnées	VER	par:pas;	f
gagnés	VER	par:pas;	m
gagneriez	VER	cnd:pre:2p;	-
gagnerions	VER	cnd:pre:1p;	-
gagneras	VER	ind:fut:2s;	-
gagne	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
gagna	VER	ind:pas:3s;	-
gagnai	VER	ind:pas:1s;	-
gagnerait	VER	cnd:pre:3s;	-
gagnais	VER	ind:imp:1s;ind:imp:2s;	-
gagnait	VER	ind:imp:3s;	-
gagnant	VER	par:pre;	-
gagnaient	VER	ind:imp:3p;	-
gagnent	VER	ind:pre:3p;	-
gagner	VER	inf;;	-
gagnera	VER	ind:fut:3s;	-
gagnerai	VER	ind:fut:1s;	-
gagneraient	VER	cnd:pre:3p;	-
gagnerais	VER	cnd:pre:1s;cnd:pre:2s;	-
semaine	NOM	-	f
semaines	NOM	-	f
achetassent	VER	sub:imp:3p;	-
acheta	VER	ind:pas:3s;	-
achetai	VER	ind:pas:1s;	-
achetaient	VER	ind:imp:3p;	-
achetais	VER	ind:imp:1s;ind:imp:2s;	-
achetait	VER	ind:imp:3s;	-
achetant	VER	par:pre;	-
achèterons	VER	ind:fut:1p;	-
acheter	VER	inf;	-
achetons	VER	imp:pre:1p;ind:pre:1p;	-
achetât	VER	sub:imp:3s;	-
achetèrent	VER	ind:pas:3p;	-
acheté	VER	par:pas;par:pas;par:pas;	m
achetée	VER	par:pas;	f
achetées	VER	ind:imp:3s;par:pas;	f
achetés	VER	par:pas;	m
achète	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	-
achètent	VER	ind:pre:3p;	-
achètera	VER	ind:fut:3s;	-
achèterai	VER	ind:fut:1s;	-
achetions	VER	ind:imp:1p;	-
achèteraient	VER	cnd:pre:3p;	-
achetâmes	VER	ind:pas:1p;	-
achèterais	VER	cnd:pre:1s;cnd:pre:2s;	-
achètes	VER	ind:pre:2s;sub:pre:2s;	-
achèteront	VER	ind:fut:3p;	-
achèterions	VER	cnd:pre:1p;	-
achèteriez	VER	cnd:pre:2p;	-
achèterez	VER	ind:fut:2p;	-
achèteras	VER	ind:fut:2s;	-
achetiez	VER	ind:imp:2p;	-
achetez	VER	imp:pre:2p;ind:pre:2p;	-
achèterait	VER	cnd:pre:3s;	-
longtemps	ADV	-	-
gars	NOM	-	m
chambres	NOM	-	f
chambre	NOM	-	f
hé	ONO	-	-
côtés	NOM	-	m
côté	NOM	-	m
leur	PRO:per	-	-
leur	PRO:pos	-	-
vieux	ADJ	-	m
vieilles	ADJ	-	f
vieille	ADJ	-	f
rappelant	VER	par:pre;	-
rappelait	VER	ind:imp:3s;	-
rappellerons	VER	ind:fut:1p;	-
rappelleriez	VER	cnd:pre:2p;	-
rappelons	VER	imp:pre:1p;ind:pre:1p;	-
rappelâmes	VER	ind:pas:1p;	-
rappelât	VER	sub:imp:3s;	-
rappellerez	VER	ind:fut:2p;	-
rappelleras	VER	ind:fut:2s;	-
rappelèrent	VER	ind:pas:3p;	-
rappellerais	VER	cnd:pre:1s;cnd:pre:2s;	-
rappela	VER	ind:pas:3s;	-
rappelé	VER	par:pas;	m
rappelée	VER	par:pas;	f
rappelés	VER	par:pas;	m
rappellent	VER	ind:pre:3p;	-
rappellera	VER	ind:fut:3s;	-
rappellerai	VER	ind:fut:1s;	-
rappelleraient	VER	cnd:pre:3p;	-
rappelle	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
rappellerait	VER	cnd:pre:3s;	-
rappelai	VER	ind:pas:1s;	-
rappeler	VER	inf;;	-
rappelez	VER	imp:pre:2p;ind:pre:2p;	-
rappeliez	VER	ind:imp:2p;	-
rappelleront	VER	ind:fut:3p;	-
rappelles	VER	ind:pre:1p;ind:pre:2s;sub:pre:2s;	-
rappelaient	VER	ind:imp:3p;	-
rappelions	VER	ind:imp:1p;	-
rappelais	VER	ind:imp:1s;ind:imp:2s;	-
liront	VER	ind:fut:3p;	-
lise	VER	sub:pre:1s;sub:pre:3s;	-
lisant	VER	par:pre;	-
lisait	VER	ind:imp:3s;	-
lisais	VER	ind:imp:1s;ind:imp:2s;	-
lisaient	VER	ind:imp:3p;	-
lis	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
lirons	VER	ind:fut:1p;	-
lises	VER	sub:pre:2s;	-
liriez	VER	cnd:pre:2p;	-
lirez	VER	ind:fut:2p;	-
lisions	VER	ind:imp:1p;	-
lue	VER	par:pas;	f
lu	VER	par:pas;	m
lut	VER	ind:pas:3s;	-
lus	VER	ind:pas:1s;ind:pas:2s;par:pas;	m
lurent	VER	ind:pas:3p;	-
lit-divan	VER	ind:pre:3s;	-
lit	VER	ind:pre:3s;	-
lisiez	VER	ind:imp:2p;	-
lisent	VER	ind:pre:3p;	-
lire	VER	inf;	-
lisons	VER	imp:pre:1p;ind:pre:1p;	-
lues	VER	par:pas;	f
liraient	VER	cnd:pre:3p;	-
lisez	VER	imp:pre:2p;ind:pre:2p;	-
lirai	VER	ind:fut:1s;	-
lirais	VER	cnd:pre:1s;cnd:pre:2s;	-
liras	VER	ind:fut:2s;	-
lirait	VER	cnd:pre:3s;	-
lût	VER	sub:imp:3s;	-
lûmes	VER	ind:pas:1p;	-
lira	VER	ind:fut:3s;	-
cas	NOM	-	m
mots	NOM	-	m
mot	NOM	-	m
seulement	ADV	-	-
voici	PRE	-	-
saluts	NOM	-	m
salut	NOM	-	m
montiez	VER	ind:imp:2p;	-
montions	VER	ind:imp:1p;	-
monterais	VER	cnd:pre:1s;cnd:pre:2s;	-
monterait	VER	cnd:pre:3s;	-
monteraient	VER	cnd:pre:3p;	-
monteriez	VER	cnd:pre:2p;	-
monterons	VER	ind:fut:1p;	-
montez	VER	imp:pre:2p;ind:pre:2p;	-
montes	VER	ind:pre:2s;sub:pre:2s;	-
monterez	VER	ind:fut:2p;	-
montant	VER	par:pre;	-
montât	VER	sub:imp:3s;	-
monteront	VER	ind:fut:3p;	-
montée	VER	par:pas;	f
monté	VER	par:pas;	m
monteras	VER	ind:fut:2s;	-
montées	VER	par:pas;	f
montais	VER	ind:imp:1s;ind:imp:2s;	-
montaient	VER	ind:imp:3p;	-
montons	VER	imp:pre:1p;ind:pre:1p;	-
montés	VER	par:pas;	m
montai	VER	ind:pas:1s;	-
montâmes	VER	ind:pas:1p;	-
monta	VER	ind:pas:3s;	-
montent	VER	ind:pre:3p;	-
monter	VER	ind:pre:2p;inf;	-
montera	VER	ind:fut:3s;	-
montèrent	VER	ind:pas:3p;	-
monterai	VER	ind:fut:1s;	-
monte	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;;imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;;imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
montait	VER	ind:imp:3s;	-
désolé	ADJ	-	m
désolée	ADJ	-	f
désolées	ADJ	-	f
désolés	ADJ	-	m
quitté	VER	par:pas;	m
quittés	VER	par:pas;	m
quittées	VER	par:pas;	f
quittée	VER	par:pas;	f
quittes	VER	ind:pre:2s;sub:pre:2s;	-
quittèrent	VER	ind:pas:3p;	-
quitterons	VER	ind:fut:1p;	-
quitteriez	VER	cnd:pre:2p;	-
quitterez	VER	ind:fut:2p;	-
quitteras	VER	ind:fut:2s;	-
quitterait	VER	cnd:pre:3s;	-
quitterais	VER	cnd:pre:1s;cnd:pre:2s;	-
quitteraient	VER	cnd:pre:3p;	-
quitterai	VER	ind:fut:1s;	-
quittera	VER	ind:fut:3s;	-
quitter	VER	inf;;	-
quittent	VER	ind:pre:3p;	-
quitte	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
quittassent	VER	sub:imp:3p;	-
quittas	VER	ind:pas:2s;	-
quittant	VER	par:pre;	-
quittait	VER	ind:imp:3s;	-
quittaient	VER	ind:imp:3p;	-
quittai	VER	ind:pas:1s;	-
quitta	VER	ind:pas:3s;	-
quittât	VER	sub:imp:3s;	-
quitterions	VER	cnd:pre:1p;	-
quittais	VER	ind:imp:1s;ind:imp:2s;	-
quitteront	VER	ind:fut:3p;	-
quittâmes	VER	ind:pas:1p;	-
quittions	VER	ind:imp:1p;sub:pre:1p;	-
quittiez	VER	ind:imp:2p;sub:pre:2p;	-
quittez	VER	imp:pre:2p;ind:pre:2p;	-
quittons	VER	imp:pre:1p;ind:pre:1p;	-
police	NOM	-	f
polices	NOM	-	f
suites	NOM	-	f
suite	NOM	-	f
matins	NOM	-	m
matin	NOM	-	m
emmèneraient	VER	cnd:pre:3p;	-
emmenés	VER	par:pas;	m
emmènerons	VER	ind:fut:1p;	-
emmènerais	VER	cnd:pre:1s;cnd:pre:2s;	-
emmèneras	VER	ind:fut:2s;	-
emmèneront	VER	ind:fut:3p;	-
emmènerions	VER	cnd:pre:1p;	-
emmèneriez	VER	cnd:pre:2p;	-
emmènerez	VER	ind:fut:2p;	-
emmena	VER	ind:pas:3s;	-
emmène	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
emmènent	VER	ind:pre:3p;sub:pre:3p;	-
emmènerait	VER	cnd:pre:3s;	-
emmènera	VER	ind:fut:3s;	-
emmené	VER	par:pas;	m
emmènes	VER	ind:pre:1p;ind:pre:2s;sub:pre:2s;	-
emmenèrent	VER	ind:pas:3p;	-
emmenons	VER	imp:pre:1p;ind:pre:1p;	-
emmenions	VER	ind:imp:1p;	-
emmeniez	VER	ind:imp:2p;sub:pre:2p;	-
emmenez	VER	imp:pre:2p;ind:pre:2p;	-
emmenée	VER	par:pas;	f
emmener	VER	inf;;inf;;inf;;	-
emmenât	VER	sub:imp:3s;	-
emmenant	VER	par:pre;	-
emmenées	VER	par:pas;	f
emmènerai	VER	ind:fut:1s;	-
emmenait	VER	ind:imp:3s;	-
emmenais	VER	ind:imp:1s;ind:imp:2s;	-
emmenaient	VER	ind:imp:3p;	-
emmenai	VER	ind:pas:1s;	-
touchons	VER	imp:pre:1p;ind:pre:1p;	-
toucheraient	VER	cnd:pre:3p;	-
toucherais	VER	cnd:pre:1s;cnd:pre:2s;	-
touchât	VER	sub:imp:3s;	-
touchiez	VER	ind:imp:2p;	-
touchions	VER	ind:imp:1p;	-
toucheront	VER	ind:fut:3p;	-
touchez	VER	imp:pre:2p;ind:pre:2p;	-
touches	VER	ind:pre:2s;	-
toucherons	VER	ind:fut:1p;	-
toucha	VER	ind:pas:3s;	-
toucherions	VER	cnd:pre:1p;	-
touchai	VER	ind:pas:1s;	-
touchaient	VER	ind:imp:3p;	-
touchais	VER	ind:imp:1s;ind:imp:2s;	-
touchait	VER	ind:imp:3s;	-
touchant	VER	par:pre;	-
touche	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
touchent	VER	ind:pre:3p;sub:pre:3p;	-
toucher	VER	inf;;inf;;inf;;inf;;	-
touchera	VER	ind:fut:3s;	-
toucherai	VER	ind:fut:1s;	-
toucherez	VER	ind:fut:2p;	-
touchées	VER	par:pas;	f
toucheras	VER	ind:fut:2s;	-
touché	VER	par:pas;	m
touchés	VER	par:pas;	m
toucherait	VER	cnd:pre:3s;	-
touchèrent	VER	ind:pas:3p;	-
touchée	VER	par:pas;	f
continuez	VER	imp:pre:2p;ind:pre:2p;	-
continues	VER	ind:pre:2s;sub:pre:2s;	-
continuait	VER	ind:imp:3s;	-
continuais	VER	ind:imp:1s;ind:imp:2s;	-
continuaient	VER	ind:imp:3p;	-
continuerez	VER	ind:fut:2p;	-
continuai	VER	ind:pas:1s;	-
continua	VER	ind:pas:3s;	-
continuant	VER	par:pre;	-
continueriez	VER	cnd:pre:2p;	-
continuerons	VER	ind:fut:1p;	-
continuassent	VER	sub:imp:3p;	-
continue	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
continueront	VER	ind:fut:3p;	-
continuiez	VER	ind:imp:2p;	-
continuions	VER	ind:imp:1p;sub:pre:1p;	-
continuent	VER	ind:pre:3p;	-
continués	VER	par:pas;	m
continuons	VER	imp:pre:1p;ind:pre:1p;	-
continuâmes	VER	ind:pas:1p;	-
continuera	VER	ind:fut:3s;	-
continuerai	VER	ind:fut:1s;	-
continueras	VER	ind:fut:2s;	-
continueraient	VER	cnd:pre:3p;	-
continuât	VER	sub:imp:3s;	-
continuèrent	VER	ind:pas:3p;	-
continuer	VER	inf;	-
continué	VER	par:pas;	m
continuerait	VER	cnd:pre:3s;	-
continuerais	VER	cnd:pre:1s;cnd:pre:2s;	-
continuée	VER	par:pas;	f
continuées	VER	par:pas;	f
gros	ADJ	-	m
grosse	ADJ	-	f
grosses	ADJ	-	f
enfin	ADV	-	-
mari	NOM	-	m
maris	NOM	-	m
là-bas	ADV	-	-
revoir	NOM	-	m
importée	VER	par:pas;	f
importés	VER	par:pas;	m
important	VER	par:pre;	-
importait	VER	ind:imp:3s;	-
importaient	VER	ind:imp:3p;	-
importa	VER	ind:pas:3s;	-
importeraient	VER	cnd:pre:3p;	-
importerait	VER	cnd:pre:3s;	-
importes	VER	ind:pre:2s;	-
importât	VER	sub:imp:3s;	-
importé	VER	par:pas;	m
importées	VER	par:pas;	f
importe	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	-
importera	VER	ind:fut:3s;	-
importer	VER	inf;	-
importent	VER	ind:pre:3p;	-
papa	NOM	-	m
puis	CON	-	-
train	NOM	-	m
trains	NOM	-	m
manqueront	VER	ind:fut:3p;	-
manquiez	VER	ind:imp:2p;	-
manquez	VER	imp:pre:2p;ind:pre:2p;	-
manques	VER	ind:pre:2s;sub:pre:2s;	-
manqueraient	VER	cnd:pre:3p;	-
manquerait	VER	cnd:pre:3s;	-
manquerais	VER	cnd:pre:1s;cnd:pre:2s;	-
manqué	VER	par:pas;	m
manqueras	VER	ind:fut:2s;	-
manquerons	VER	ind:fut:1p;	-
manquerez	VER	ind:fut:2p;	-
manqueriez	VER	cnd:pre:2p;	-
manquerions	VER	cnd:pre:1p;	-
manqués	VER	par:pas;	m
manquions	VER	ind:imp:1p;	-
manque	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
manqua	VER	ind:pas:3s;	-
manquai	VER	ind:pas:1s;	-
manquaient	VER	ind:imp:3p;	-
manquais	VER	ind:imp:1s;ind:imp:2s;	-
manquait	VER	ind:imp:3s;	-
manquant	VER	par:pre;	-
manquassent	VER	sub:imp:3p;	-
manquent	VER	ind:pre:3p;sub:pre:3p;	-
manquons	VER	imp:pre:1p;ind:pre:1p;	-
manquer	VER	inf;	-
manquée	VER	par:pas;	f
manquées	VER	par:pas;	f
manquerai	VER	ind:fut:1s;	-
manquèrent	VER	ind:pas:3p;	-
manquât	VER	sub:imp:3s;	-
manquâmes	VER	ind:pas:1p;	-
manquera	VER	ind:fut:3s;	-
racontent	VER	ind:pre:3p;sub:pre:3p;	-
raconta	VER	ind:pas:3s;	-
