1_ortho	4_cgram	11_infover	5_genre
ressembleront	VER	ind:fut:3p;	-
ressemblerai	VER	ind:fut:1s;	-
ressemblant	VER	par:pre;	-
ressemblassent	VER	sub:imp:3p;	-
ressembles	VER	ind:pre:2s;sub:pre:2s;	-
ressemblais	VER	ind:imp:1s;ind:imp:2s;	-
ressemblez	VER	imp:pre:2p;ind:pre:2p;	-
ressembliez	VER	ind:imp:2p;	-
ressemblions	VER	ind:imp:1p;	-
ressemblera	VER	ind:fut:3s;	-
ressemblent	VER	ind:pre:3p;	-
ressembler	VER	ind:pre:2p;inf;	-
ressembleraient	VER	cnd:pre:3p;	-
ressemblons	VER	ind:pre:1p;	-
ressemblât	VER	sub:imp:3s;	-
ressemblèrent	VER	ind:pas:3p;	-
ressemblé	VER	par:pas;	m
ressemblerait	VER	cnd:pre:3s;	-
ressemblait	VER	ind:imp:3s;	-
ressemblerez	VER	ind:fut:2p;	-
ressemblaient	VER	ind:imp:3p;	-
ressembla	VER	ind:pas:3s;	-
ressembleras	VER	ind:fut:2s;	-
jurent	VER	ind:pre:3p;	-
jureras	VER	ind:fut:2s;	-
jurerait	VER	cnd:pre:3s;	-
jurerais	VER	cnd:pre:1s;cnd:pre:2s;	-
jurerai	VER	ind:fut:1s;	-
jurera	VER	ind:fut:3s;	-
jurer	VER	ind:pre:2p;inf;	-
jurant	VER	par:pre;	-
jure	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;	-
jureriez	VER	cnd:pre:2p;	-
jurait	VER	ind:imp:3s;	-
jurais	VER	ind:imp:1s;ind:imp:2s;	-
juraient	VER	ind:imp:3p;	-
jurai	VER	ind:pas:1s;	-
jura	VER	ind:pas:3s;	-
jurerez	VER	ind:fut:2p;	-
jureront	VER	ind:fut:3p;	-
jurées	VER	par:pas;	f
jurez	VER	imp:pre:2p;ind:pre:2p;	-
juriez	VER	ind:imp:2p;	-
jurons	VER	imp:pre:1p;ind:pre:1p;	-
jurâmes	VER	ind:pas:1p;	-
jurèrent	VER	ind:pas:3p;	-
juré	VER	par:pas;	m
jurée	VER	par:pas;	f
jures	VER	ind:pre:2s;	-
jurés	VER	par:pas;	m
plan	NOM	-	m
plans	NOM	-	m
prisons	NOM	-	f
prison	NOM	-	f
depuis	ADV	-	-
sales	ADJ	-	-
sale	ADJ	-	-
courue	VER	par:pas;	f
couru	VER	par:pas;	m
courussent	VER	sub:imp:3p;	-
courus	VER	ind:pas:1s;par:pas;	m
courras	VER	ind:fut:2s;	-
courut	VER	ind:pas:3s;	-
courûmes	VER	ind:pas:1p;	-
coure	VER	sub:pre:1s;sub:pre:3s;	-
courent	VER	ind:pre:3p;	-
coures	VER	sub:pre:2s;	-
courez	VER	imp:pre:2p;ind:pre:2p;	-
courûtes	VER	ind:pas:2p;	-
courût	VER	sub:imp:3s;	-
courions	VER	ind:imp:1p;	-
courir	VER	inf;	-
courons	VER	imp:pre:1p;ind:pre:1p;	-
courra	VER	ind:fut:3s;	-
courrai	VER	ind:fut:1s;	-
courraient	VER	cnd:pre:3p;	-
courrais	VER	cnd:pre:1s;cnd:pre:2s;	-
courrait	VER	cnd:pre:3s;	-
courrez	VER	ind:fut:2p;	-
courriez	VER	cnd:pre:2p;	-
courrions	VER	cnd:pre:1p;	-
courrons	VER	ind:fut:1p;	-
courront	VER	ind:fut:3p;	-
cours	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
court	VER	ind:pre:3s;	-
couriez	VER	ind:imp:2p;sub:pre:2p;	-
courues	VER	par:pas;	f
couraient	VER	ind:imp:3p;	-
coururent	VER	ind:pas:3p;	-
courant	VER	par:pre;	-
courait	VER	ind:imp:3s;	-
courais	VER	ind:imp:1s;ind:imp:2s;	-
premières	NOM	-	f
premiers	NOM	-	m
premier	NOM	-	m
première	NOM	-	f
vieux	NOM	-	m
vieilles	NOM	-	f
vieille	NOM	-	f
état	NOM	-	m
états	NOM	-	m
remettrions	VER	cnd:pre:1p;	-
remettions	VER	ind:imp:1p;	-
remettrai	VER	ind:fut:1s;	-
remettra	VER	ind:fut:3s;	-
remettons	VER	imp:pre:1p;ind:pre:1p;	-
remettiez	VER	ind:imp:2p;	-
remettrais	VER	cnd:pre:1s;cnd:pre:2s;	-
remettez	VER	imp:pre:2p;ind:pre:2p;	-
remettes	VER	sub:pre:2s;	-
remettent	VER	ind:pre:3p;	-
remette	VER	sub:pre:1s;sub:pre:3s;	-
remettant	VER	par:pre;	-
remettait	VER	ind:imp:3s;	-
remettriez	VER	cnd:pre:2p;	-
remettraient	VER	cnd:pre:3p;	-
remettrez	VER	ind:fut:2p;	-
remettrait	VER	cnd:pre:3s;	-
remettras	VER	ind:fut:2s;	-
remettre	VER	ind:pre:2p;inf;	-
remets	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
remît	VER	sub:imp:3s;	-
remîmes	VER	ind:pas:1p;	-
remit	VER	ind:pas:3s;	-
remisse	VER	sub:imp:1s;	-
remises	VER	par:pas;	f
remise	VER	par:pas;	f
remis	VER	ind:pas:1s;ind:pas:2s;par:pas;par:pas;par:pas;par:pas;	m
remirent	VER	ind:pas:3p;	-
remettront	VER	ind:fut:3p;	-
remettrons	VER	ind:fut:1p;	-
remettaient	VER	ind:imp:3p;	-
remettais	VER	ind:imp:1s;ind:imp:2s;	-
remet	VER	ind:pre:3s;	-
cartes	NOM	-	f
carte	NOM	-	f
paix	NOM	-	f
noires	ADJ	-	f
noire	ADJ	-	f
noir	ADJ	-	m
noirs	ADJ	-	m
exactement	ADV	-	-
drôles	ADJ	-	-
drôle	ADJ	-	-
refusent	VER	ind:pre:3p;	-
refusât	VER	sub:imp:3s;	-
refuses	VER	ind:pre:2s;	-
refusez	VER	imp:pre:2p;ind:pre:2p;	-
refusiez	VER	ind:imp:2p;	-
refusions	VER	ind:imp:1p;	-
refusons	VER	imp:pre:1p;ind:pre:1p;	-
refusé	VER	par:pas;	m
refusèrent	VER	ind:pas:3p;	-
refuserions	VER	cnd:pre:1p;	-
refusée	VER	par:pas;	f
refusées	VER	par:pas;	f
refusés	VER	par:pas;	m
refusai	VER	ind:pas:1s;	-
refusa	VER	ind:pas:3s;	-
refuser	VER	inf;;	-
refuseront	VER	ind:fut:3p;	-
refuseriez	VER	cnd:pre:2p;	-
refusant	VER	par:pre;	-
refusera	VER	ind:fut:3s;	-
refuserai	VER	ind:fut:1s;	-
refuseraient	VER	cnd:pre:3p;	-
refuserais	VER	cnd:pre:1s;cnd:pre:2s;	-
refuserait	VER	cnd:pre:3s;	-
re-fuse	VER	ind:pre:1s;	-
refuseras	VER	ind:fut:2s;	-
refuse	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;	-
refusait	VER	ind:imp:3s;	-
refuserez	VER	ind:fut:2p;	-
refusais	VER	ind:imp:1s;ind:imp:2s;	-
refusaient	VER	ind:imp:3p;	-
dès	PRE	-	-
président	NOM	-	m
présidents	NOM	-	m
présidentes	NOM	-	f
présidente	NOM	-	f
cours	NOM	-	-
graves	ADJ	-	-
grave	ADJ	-	-
termina	VER	ind:pas:3s;	-
termine	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	-
terminent	VER	ind:pre:3p;	-
terminaient	VER	ind:imp:3p;	-
terminais	VER	ind:imp:1s;	-
terminait	VER	ind:imp:3s;	-
terminai	VER	ind:pas:1s;	-
terminées	VER	par:pas;	f
terminée	VER	par:pas;	f
terminé	VER	par:pas;	m
terminèrent	VER	ind:pas:3p;	-
terminât	VER	sub:imp:3s;	-
terminons	VER	imp:pre:1p;ind:pre:1p;	-
terminions	VER	ind:imp:1p;	-
terminiez	VER	ind:imp:2p;	-
terminez	VER	imp:pre:2p;ind:pre:2p;	-
termines	VER	ind:pre:2s;	-
termineront	VER	ind:fut:3p;	-
terminerons	VER	ind:fut:1p;	-
terminerez	VER	ind:fut:2p;	-
termineras	VER	ind:fut:2s;	-
terminerait	VER	cnd:pre:3s;	-
termineraient	VER	cnd:pre:3p;	-
terminerai	VER	ind:fut:1s;	-
terminera	VER	ind:fut:3s;	-
terminer	VER	inf;	-
terminés	VER	par:pas;	m
terminant	VER	par:pre;	-
ciels	NOM	-	m
ciel	NOM	-	m
partout	ADV	-	-
âmes	NOM	-	f
âme	NOM	-	f
patron	NOM	-	m
patronne	NOM	-	f
patronnes	NOM	-	f
patrons	NOM	-	m
amusait	VER	ind:imp:3s;	-
amusais	VER	ind:imp:1s;ind:imp:2s;	-
amuserais	VER	cnd:pre:1s;cnd:pre:2s;	-
amuse	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
amusaient	VER	ind:imp:3p;	-
amusai	VER	ind:pas:1s;	-
amusent	VER	ind:pre:3p;	-
amuser	VER	inf;;inf;;inf;;	-
amusera	VER	ind:fut:3s;	-
amuserai	VER	ind:fut:1s;	-
amuseraient	VER	cnd:pre:3p;	-
amuserait	VER	cnd:pre:3s;	-
amuseras	VER	ind:fut:2s;	-
amuserez	VER	ind:fut:2p;	-
amusés	VER	par:pas;	m
amusées	VER	par:pas;	f
amusée	VER	par:pas;	f
amusé	VER	par:pas;	m
amusèrent	VER	ind:pas:3p;	-
amusât	VER	sub:imp:3s;	-
amusâmes	VER	ind:pas:1p;	-
amusons	VER	imp:pre:1p;ind:pre:1p;	-
amusions	VER	ind:imp:1p;	-
amusiez	VER	ind:imp:2p;	-
amusez	VER	imp:pre:2p;ind:pre:2p;	-
amuses	VER	ind:pre:2s;sub:pre:2s;	-
amuseront	VER	ind:fut:3p;	-
amuserons	VER	ind:fut:1p;	-
amuseriez	VER	cnd:pre:2p;	-
amusa	VER	ind:pas:3s;	-
amusant	VER	par:pre;	-
celle	PRO:dem	-	f
visages	NOM	-	m
visage	NOM	-	m
intéresses	VER	ind:pre:2s;	-
intéresseraient	VER	cnd:pre:3p;	-
intéresserais	VER	cnd:pre:1s;cnd:pre:2s;	-
intéresserait	VER	cnd:pre:3s;	-
intéresseras	VER	ind:fut:2s;	-
intéresseriez	VER	cnd:pre:2p;	-
intéresserons	VER	ind:fut:1p;	-
intéresseront	VER	ind:fut:3p;	-
intéressez	VER	imp:pre:2p;ind:pre:2p;	-
intéressera	VER	ind:fut:3s;	-
intéressiez	VER	ind:imp:2p;	-
intéressions	VER	ind:imp:1p;	-
intéressât	VER	sub:imp:3s;	-
intéressèrent	VER	ind:pas:3p;	-
intéressé	VER	par:pas;	m
intéressée	VER	par:pas;	f
intéressées	VER	par:pas;	f
intéressés	VER	par:pas;	m
intéresserai	VER	ind:fut:1s;	-
intéressons	VER	imp:pre:1p;ind:pre:1p;	-
intéresser	VER	inf;;	-
intéressa	VER	ind:pas:3s;	-
intéressent	VER	ind:pre:3p;	-
intéresse	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
intéressai	VER	ind:pas:1s;	-
intéressaient	VER	ind:imp:3p;	-
intéressais	VER	ind:imp:1s;ind:imp:2s;	-
intéressait	VER	ind:imp:3s;	-
intéressant	VER	par:pre;	-
reconnaissiez	VER	ind:imp:2p;	-
reconnaisse	VER	sub:pre:1s;sub:pre:3s;	-
reconnaissent	VER	ind:pre:3p;	-
reconnaisses	VER	sub:pre:2s;	-
reconnaissez	VER	imp:pre:2p;ind:pre:2p;	-
reconnussent	VER	sub:imp:3p;	-
re-connaître	VER	inf;	-
reconnaissions	VER	ind:imp:1p;	-
reconnut	VER	ind:pas:3s;	-
reconnûmes	VER	ind:pas:1p;	-
reconnût	VER	sub:imp:3s;	-
reconnaîtrai	VER	ind:fut:1s;	-
reconnaît	VER	ind:pre:3s;	-
reconnaîtra	VER	ind:fut:3s;	-
reconnaîtraient	VER	cnd:pre:3p;	-
reconnue	VER	par:pas;	f
reconnaîtrais	VER	cnd:pre:1s;cnd:pre:2s;	-
reconnues	VER	par:pas;	f
reconnurent	VER	ind:pas:3p;	-
reconnu	VER	par:pas;	m
reconnaîtront	VER	ind:fut:3p;	-
reconnaîtrons	VER	ind:fut:1p;	-
reconnus	VER	ind:pas:1s;par:pas;	m
reconnusse	VER	sub:imp:1s;	-
reconnaîtriez	VER	cnd:pre:2p;	-
reconnaîtrez	VER	ind:fut:2p;	-
reconnaître	VER	inf;	-
reconnaîtras	VER	ind:fut:2s;	-
reconnais	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
reconnaissaient	VER	ind:imp:3p;	-
reconnaissais	VER	ind:imp:1s;ind:imp:2s;	-
reconnaissait	VER	ind:imp:3s;	-
reconnaîtrait	VER	cnd:pre:3s;	-
reconnaissant	VER	par:pre;	-
reconnaîtrions	VER	cnd:pre:1p;	-
reconnaissons	VER	imp:pre:1p;ind:pre:1p;	-
rions	VER	imp:pre:1p;ind:pre:1p;	-
riraient	VER	cnd:pre:3p;	-
riaient	VER	ind:imp:3p;	-
rirais	VER	cnd:pre:1s;cnd:pre:2s;	-
rirait	VER	cnd:pre:3s;	-
rire	VER	inf;	-
rit	VER	ind:pre:3s;ind:pas:3s;	-
riras	VER	ind:fut:2s;	-
ri	VER	par:pas;	m
riions	VER	ind:imp:1p;	-
ris	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
riront	VER	ind:fut:3p;	-
rirons	VER	ind:fut:1p;	-
rîmes	VER	ind:pas:1p;	-
rirent	VER	ind:pas:3p;	-
riais	VER	ind:imp:1s;ind:imp:2s;	-
rirez	VER	ind:fut:2p;	-
rît	VER	sub:imp:3s;	-
rirai	VER	ind:fut:1s;	-
riiez	VER	ind:imp:2p;	-
riez	VER	imp:pre:2p;ind:pre:2p;	-
ries	VER	sub:pre:2s;	-
rient	VER	ind:pre:3p;	-
rie	VER	sub:pre:1s;sub:pre:3s;	-
riant	VER	par:pre;	-
rira	VER	ind:fut:3s;	-
riait	VER	ind:imp:3s;	-
médecin	NOM	-	m
médecins	NOM	-	m
rapport	NOM	-	m
rapports	NOM	-	m
pardonnerons	VER	ind:fut:1p;	-
pardonneriez	VER	cnd:pre:2p;	-
pardonnent	VER	ind:pre:3p;	-
pardonner	VER	inf;;	-
pardonnera	VER	ind:fut:3s;	-
pardonnerai	VER	ind:fut:1s;	-
pardonneront	VER	ind:fut:3p;	-
pardonne	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;	-
pardonneraient	VER	cnd:pre:3p;	-
pardonnerais	VER	cnd:pre:1s;cnd:pre:2s;	-
pardonnerait	VER	cnd:pre:3s;	-
pardonneras	VER	ind:fut:2s;	-
pardonnerez	VER	ind:fut:2p;	-
pardonna	VER	ind:pas:3s;	-
pardonnant	VER	par:pre;	-
pardonnaient	VER	ind:imp:3p;	-
pardonnât	VER	sub:imp:3s;	-
pardonnés	VER	par:pas;	m
pardonnions	VER	ind:imp:1p;	-
pardonnons	VER	imp:pre:1p;ind:pre:1p;	-
pardonniez	VER	ind:imp:2p;	-
pardonnez	VER	imp:pre:2p;ind:pre:2p;	-
pardonnes	VER	ind:pre:2s;sub:pre:2s;	-
pardonnèrent	VER	ind:pas:3p;	-
pardonné	VER	par:pas;	m
pardonnée	VER	par:pas;	f
pardonnait	VER	ind:imp:3s;	-
pardonnées	VER	par:pas;	f
pardonnais	VER	ind:imp:1s;ind:imp:2s;	-
avis	NOM	-	m
embrasse	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	-
embrasserai	VER	ind:fut:1s;	-
embrassera	VER	ind:fut:3s;	-
embrasser	VER	inf;;inf;;inf;;	-
embrassent	VER	ind:pre:3p;	-
embrassa	VER	ind:pas:3s;	-
embrassant	VER	par:pre;	-
embrassait	VER	ind:imp:3s;	-
embrassais	VER	ind:imp:1s;ind:imp:2s;	-
embrassai	VER	ind:pas:1s;	-
embrasserais	VER	cnd:pre:1s;cnd:pre:2s;	-
embrasseraient	VER	cnd:pre:3p;	-
embrasses	VER	ind:pre:2s;sub:pre:2s;	-
embrasserait	VER	cnd:pre:3s;	-
embrassâmes	VER	ind:pas:1p;	-
embrassés	VER	par:pas;	m
embrassées	VER	par:pas;	f
embrassée	VER	par:pas;	f
embrassé	VER	par:pas;	m
embrassâtes	VER	ind:pas:2p;	-
embrassât	VER	sub:imp:3s;	-
embrassons	VER	imp:pre:1p;ind:pre:1p;	-
embrasseras	VER	ind:fut:2s;	-
embrassions	VER	ind:imp:1p;	-
embrassiez	VER	ind:imp:2p;	-
embrassez	VER	imp:pre:2p;ind:pre:2p;	-
embrasseront	VER	ind:fut:3p;	-
embrasseriez	VER	cnd:pre:2p;	-
embrasserez	VER	ind:fut:2p;	-
embrassèrent	VER	ind:pas:3p;	-
embrassaient	VER	ind:imp:3p;	-
retours	NOM	-	m
retour	NOM	-	m
simple	ADJ	-	-
simples	ADJ	-	-
danserons	VER	ind:fut:1p;	-
dansera	VER	ind:fut:3s;	-
danserai	VER	ind:fut:1s;	-
danseraient	VER	cnd:pre:3p;	-
danserais	VER	cnd:pre:1s;cnd:pre:2s;	-
danserait	VER	cnd:pre:3s;	-
danseras	VER	ind:fut:2s;	-
danserez	VER	ind:fut:2p;	-
danseriez	VER	cnd:pre:2p;	-
danserions	VER	cnd:pre:1p;	-
danses	VER	ind:pre:2s;sub:pre:2s;	-
danseront	VER	ind:fut:3p;	-
dansent	VER	ind:pre:3p;	-
dansez	VER	imp:pre:2p;ind:pre:2p;	-
dansions	VER	ind:imp:1p;	-
dansons	VER	imp:pre:1p;ind:pre:1p;	-
dansâmes	VER	ind:pas:1p;	-
dansèrent	VER	ind:pas:3p;	-
dansé	VER	par:pas;	m
dansée	VER	par:pas;	f
dansa	VER	ind:pas:3s;	-
danser	VER	inf;;	-
dansiez	VER	ind:imp:2p;	-
danse	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
dansant	VER	par:pre;	-
dansait	VER	ind:imp:3s;	-
dansais	VER	ind:imp:1s;ind:imp:2s;	-
dansaient	VER	ind:imp:3p;	-
dansai	VER	ind:pas:1s;	-
ok	ADV	-	-
existai	VER	ind:pas:1s;	-
exista	VER	ind:pas:3s;	-
existes	VER	ind:pre:2s;sub:pre:2s;	-
existèrent	VER	ind:pas:3p;	-
existât	VER	sub:imp:3s;	-
existons	VER	imp:pre:1p;ind:pre:1p;	-
existeront	VER	ind:fut:3p;	-
existiez	VER	ind:imp:2p;	-
existeraient	VER	cnd:pre:3p;	-
existerais	VER	cnd:pre:1s;cnd:pre:2s;	-
existez	VER	imp:pre:2p;ind:pre:2p;	-
existerait	VER	cnd:pre:3s;	-
existeras	VER	ind:fut:2s;	-
existée	VER	par:pas;	f
existeriez	VER	cnd:pre:2p;	-
existerions	VER	cnd:pre:1p;	-
existerons	VER	ind:fut:1p;	-
existé	VER	par:pas;	m
existions	VER	ind:imp:1p;	-
existés	VER	par:pas;	m
existerai	VER	ind:fut:1s;	-
exister	VER	inf;	-
existe	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
existant	VER	par:pre;	-
existait	VER	ind:imp:3s;	-
existera	VER	ind:fut:3s;	-
existais	VER	ind:imp:1s;ind:imp:2s;	-
existaient	VER	ind:imp:3p;	-
existent	VER	ind:pre:3p;	-
différentes	ADJ	-	f
différents	ADJ	-	m
différente	ADJ	-	f
différent	ADJ	-	m
souvent	ADV	-	-
lumière	NOM	-	f
lumières	NOM	-	f
géniaux	ADJ	-	m
génial	ADJ	-	m
géniale	ADJ	-	f
géniales	ADJ	-	f
libres	ADJ	-	-
libre	ADJ	-	-
près	PRE	-	-
dollar	NOM	-	m
dollars	NOM	-	m
sûrement	ADV	-	-
pareil	ADJ	-	m
pareille	ADJ	-	f
pareilles	ADJ	-	f
pareils	ADJ	-	m
d'autres	ADJ:ind	-	-
hôpitaux	NOM	-	m
hôpital	NOM	-	m
ceci	PRO:dem	-	-
réussissait	VER	ind:imp:3s;	-
réussiras	VER	ind:fut:2s;	-
réussirais	VER	cnd:pre:1s;cnd:pre:2s;	-
réussiraient	VER	cnd:pre:3p;	-
réussissez	VER	imp:pre:2p;ind:pre:2p;	-
réussissiez	VER	ind:imp:2p;	-
réussirai	VER	ind:fut:1s;	-
réussira	VER	ind:fut:3s;	-
réussissant	VER	par:pre;	-
réussies	VER	par:pas;	f
réussie	VER	par:pas;	f
réussi	VER	par:pas;	m
réussissions	VER	ind:imp:1p;	-
réussissons	VER	imp:pre:1p;ind:pre:1p;	-
réussit	VER	ind:pre:3s;ind:pas:3s;	-
réussîmes	VER	ind:pas:1p;	-
réussît	VER	sub:imp:3s;	-
réussirait	VER	cnd:pre:3s;	-
réussir	VER	inf;	-
réussirent	VER	ind:pas:3p;	-
réussis	VER	ind:pre:1s;ind:pre:2s;par:pas;	m
réussisse	VER	sub:pre:1s;sub:pre:3s;	-
réussissent	VER	ind:pre:3p;	-
réussirez	VER	ind:fut:2p;	-
réussissaient	VER	ind:imp:3p;	-
réussisses	VER	sub:pre:2s;	-
réussissais	VER	ind:imp:1s;ind:imp:2s;	-
réussirons	VER	ind:fut:1p;	-
réussirions	VER	cnd:pre:1p;	-
réussiront	VER	ind:fut:3p;	-
réussiriez	VER	cnd:pre:2p;	-
bizarre	ADJ	-	-
bizarres	ADJ	-	-
voix	NOM	-	f
protégiez	VER	ind:imp:2p;	-
protégez	VER	imp:pre:2p;ind:pre:2p;	-
protégerons	VER	ind:fut:1p;	-
protégeriez	VER	cnd:pre:2p;	-
protégerez	VER	ind:fut:2p;	-
protégeras	VER	ind:fut:2s;	-
protégerait	VER	cnd:pre:3s;	-
protégerais	VER	cnd:pre:1s;cnd:pre:2s;	-
protégeât	VER	sub:imp:3s;	-
protégeraient	VER	cnd:pre:3p;	-
protégerai	VER	ind:fut:1s;	-
protégera	VER	ind:fut:3s;	-
protégés	VER	par:pas;	m
protégées	VER	par:pas;	f
protégé	VER	par:pas;	m
protégée	VER	par:pas;	f
protégions	VER	ind:imp:1p;	-
protégeront	VER	ind:fut:3p;	-
protégeons	VER	imp:pre:1p;ind:pre:1p;	-
protège	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
protègent	VER	ind:pre:3p;sub:pre:3p;	-
protégeaient	VER	ind:imp:3p;	-
protégeais	VER	ind:imp:1s;ind:imp:2s;	-
protégeait	VER	ind:imp:3s;	-
protégeant	VER	par:pre;	-
protégeai	VER	ind:pas:1s;	-
protéger	VER	inf;;inf;;inf;;inf;;	-
protégea	VER	ind:pas:3s;	-
protèges	VER	ind:pre:2s;sub:pre:2s;	-
honneur	NOM	-	m
honneurs	NOM	-	m
tôt	ADV	-	-
équipe	NOM	-	f
équipes	NOM	-	f
préviendrai	VER	ind:fut:1s;	-
prévenaient	VER	ind:imp:3p;	-
prévenez	VER	imp:pre:2p;ind:pre:2p;	-
préveniez	VER	ind:imp:2p;	-
prévenions	VER	ind:imp:1p;	-
prévenir	VER	ind:imp:3s;inf;	-
prévenons	VER	imp:pre:1p;ind:pre:1p;	-
prévenu	VER	par:pas;	m
prévenue	VER	par:pas;	f
prévenues	VER	par:pas;	f
prévenus	VER	par:pas;	m
préviendra	VER	ind:fut:3s;	-
prévenais	VER	ind:imp:1s;ind:imp:2s;	-
préviendrais	VER	cnd:pre:1s;	-
prévînt	VER	sub:imp:3s;	-
prévint	VER	ind:pas:3s;	-
prévins	VER	ind:pas:1s;	-
prévient	VER	ind:pre:3s;	-
préviens	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
préviennent	VER	ind:pre:3p;	-
prévienne	VER	sub:pre:1s;sub:pre:3s;	-
préviendront	VER	ind:fut:3p;	-
préviendrons	VER	ind:fut:1p;	-
préviendrez	VER	ind:fut:2p;	-
préviendras	VER	ind:fut:2s;	-
préviendrait	VER	cnd:pre:3s;	-
préviennes	VER	sub:pre:2s;	-
prévenait	VER	ind:imp:3s;	-
prévenant	VER	par:pre;	-
chevaux	NOM	-	m
cheval	NOM	-	m
puis	ADV	-	-
ailleurs	ADV	-	-
maître	NOM	-	m
maîtres	NOM	-	m
avion	NOM	-	m
avions	NOM	-	m
bouts	NOM	-	m
bout	NOM	-	m
habiterais	VER	cnd:pre:1s;cnd:pre:2s;	-
habiterait	VER	cnd:pre:3s;	-
habiteras	VER	ind:fut:2s;	-
habitée	VER	par:pas;	f
habiteraient	VER	cnd:pre:3p;	-
habiterez	VER	ind:fut:2p;	-
habités	VER	par:pas;	m
habitées	VER	par:pas;	f
habité	VER	par:pas;	m
habitera	VER	ind:fut:3s;	-
habitèrent	VER	ind:pas:3p;	-
habitât	VER	sub:imp:3s;	-
habitons	VER	imp:pre:1p;ind:pre:1p;	-
habitions	VER	ind:imp:1p;	-
habitiez	VER	ind:imp:2p;	-
habitez	VER	imp:pre:2p;ind:pre:2p;	-
habites	VER	ind:pre:2s;	-
habiteront	VER	ind:fut:3p;	-
habiterai	VER	ind:fut:1s;	-
habitait	VER	ind:imp:3s;	-
habiter	VER	inf;	-
habitais	VER	ind:imp:1s;ind:imp:2s;	-
habita	VER	ind:pas:3s;	-
habitai	VER	ind:pas:1s;	-
habiterons	VER	ind:fut:1p;	-
habitent	VER	ind:pre:3p;	-
habitaient	VER	ind:imp:3p;	-
habiterions	VER	cnd:pre:1p;	-
habitant	VER	par:pre;	-
habitassent	VER	sub:imp:3p;	-
habite	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	-
faim	NOM	-	f
faims	NOM	-	f
ensuite	ADV	-	-
l'un	PRO:ind	-	-
froides	ADJ	-	f
froide	ADJ	-	f
froid	ADJ	-	m
froids	ADJ	-	m
normale	ADJ	-	f
normal	ADJ	-	m
normaux	ADJ	-	m
normales	ADJ	-	f
pas	NOM	-	-
dérangent	VER	ind:pre:3p;	-
dérangerais	VER	cnd:pre:1s;cnd:pre:2s;	-
dérangeraient	VER	cnd:pre:3p;	-
dérangerai	VER	ind:fut:1s;	-
déranger	VER	inf;;	-
dérangeons	VER	imp:pre:1p;ind:pre:1p;	-
dérangea	VER	ind:pas:3s;	-
dérange	VER	imp:pre:2s;ind:pre:1s;ind:pre:3s;	-
dérangeras	VER	ind:fut:2s;	-
dérangeassent	VER	sub:imp:3p;	-
dérangeant	VER	par:pre;	-
dérangeait	VER	ind:imp:3s;	-
dérangeaient	VER	ind:imp:3p;	-
dérangerait	VER	cnd:pre:3s;	-
dérangera	VER	ind:fut:3s;	-
dérangeais	VER	ind:imp:1s;ind:imp:2s;	-
dérangions	VER	ind:imp:1p;	-
dérangés	VER	par:pas;	m
dérangées	VER	par:pas;	f
dérangée	VER	par:pas;	f
dérangerons	VER	ind:fut:1p;	-
dérangé	VER	par:pas;	m
dérangiez	VER	ind:imp:2p;	-
dérangeât	VER	sub:imp:3s;	-
dérangez	VER	imp:pre:2p;ind:pre:2p;	-
déranges	VER	ind:pre:2s;	-
dérangerez	VER	ind:fut:2p;	-
reprenais	VER	ind:imp:1s;ind:imp:2s;	-
reprenaient	VER	ind:imp:3p;	-
reprendrions	VER	cnd:pre:1p;	-
reprennes	VER	sub:pre:2s;	-
reprendrons	VER	ind:fut:1p;	-
reprendrait	VER	cnd:pre:3s;	-
reprenait	VER	ind:imp:3s;	-
reprenant	VER	par:pre;	-
reprend	VER	ind:pre:3s;	-
reprendra	VER	ind:fut:3s;	-
reprendront	VER	ind:fut:3p;	-
reprendrai	VER	ind:fut:1s;	-
reprendrez	VER	ind:fut:2p;	-
reprendrais	VER	cnd:pre:1s;cnd:pre:2s;	-
reprendriez	VER	cnd:pre:2p;	-
reprendraient	VER	cnd:pre:3p;	-
reprennent	VER	ind:pre:3p;	-
reprises	VER	par:pas;	f
reprends	VER	imp:pre:2s;ind:pre:1s;ind:pre:2s;	-
reprîmes	VER	ind:pas:1p;	-
